Joseph Langland	01:18:00	Well, there are a lot more of these songs and I'm just going to stop the tape at this time because...I haven't even begun reading you my favourite poems, [audience laughter], and I know it's about to end but maybe, maybe I can read for fifteen minutes or so. If you have to go, just get up and go. But. When I was in Italy in 1954, I read in Marcus Cunliffe's <sup><a href="https://www.wikidata.org/wiki/Q6758114">w</a></sup> The Literature of the United States, "New York is the intellectual centre of the United States."  That made my blood boil [audience laughter] because it's a marketplace, so I just simply took his own book, The Literature of the United States, took all his authors, and lined them up, and all the places where they were born, where they grew up, and where they wrote from, and sent them the chart, which proves, out of his own book, that in literature, creative ideas, there have been three great centres and then two subordinate ones. New England <sup><a href="https://www.wikidata.org/wiki/Q18389">w</a></sup>, the Midwest, and the South, and then as subordinate ones, they're the West Coast, and then the mid-Atlantic, New York area. That's in literature [audience laughter]. And we got in an argument...the result of it all was that I invited him to come and teach at my university [audience laughter]. So he came and he gave an address, and in one of his speeches he said, “Americans are overly given to haruspication and scrying” [audience laughter]. Well, you know, when someone comes out of England <sup><a href="https://www.wikidata.org/wiki/Q21">w</a></sup> and says, gives, delivers a lecture to an American audience and says that, among other things you have to look up the words. [Audience laughter]. And, so...so I looked them up and I discovered "haruspication", the Haruspects were Roman and Etruscan pagan priests who examined the entrails of sacrificial animals [audience laughter] to predict natural phenomena and the future. So I started thinking about that. I grew up on a general farm, we had about a hundred pigs, two hundred sheep, a hundred head of cattle, twenty milk cows, a thousand chickens, about one hundred turkeys, twelve goats, you know [audience laughter], anywhere from twenty to fifty cats, and all sorts of wild animals, and I had seen bulls gored to death, I had seen flocks of sheep driven over limestone cliffs by dogs, I'd seen hawks that'd ripped little lambs and chickens, I'd seen skunks that had eaten them up, I'd butchered all of these things, I'd castrated, you know, I myself have castrated maybe three thousand pigs, and [laughter]..and...so, I thought okay. In fact, some of you may know that "The Wheel of Summer", the title poem, is about the castration of one hundred pigs, by three teenage boys [audience laughter], and as I was introduced in England once, he said it's probably the most distinguished poem in English about the castration of a hundred pigs. [Audience laughter]. But I started thinking about all of this and I thought, well, okay, I have a philosophy of life too, and it's been based with the whole business of producing food for you. You know, that's the end of it, the end of it all. And I participated in an awful lot of killing and...routine, it’s a way of life. And you know, if you eat meat, well you too. So I said, well okay, I've been haruspicating for a long time. And I gradually went up from age six to age eighteen, and meantime I achieved some kind of maturity, and I'm going to write my own poems. So I wrote all these poems, and the titles are, you know, like "Sacrifice of a Rainbow Trout", "Sacrifice of My Pet Lamb", but I'm going to read you the ultimate titles, which aren't in the book. Just running from age six on up to age eighteen, or when we got all old enough and we all went off to the war, as the last poem said.  But these say, you know, that's what these poems are really about.  
Joseph Langland	01:22:38	"The Clarity of Innocence: Sacrifice of a Trout". “The Loss of Early Innocence: Sacrifice of My Pet Lamb". "The Plunder of Idealism: Sacrifice of the Golden Owl". "The Sickle among the Flowers"...I quit making the equation..."The Sickle Among the Flowers". "The Decline of Heroic Voices"--that's the goring to death of a bull. "The Suffocations of Love"--that's the killing a pet chick by over-affection. "The Attritions of Man". "The Unhousing of Beneficent God". "The Seeming, the Necessary and Beneficial Perversions of Love"--that's my sacrifice of a gunny sack of cats. "The Subtleties of Violent Revenge: Sacrifice of an old Sow". "The Sweet Solace of Evil". "The Absurdities of Fact". "The Pitfalls of Group Action: Sacrifice of a Flock of Sheep"--they ran over this cliff, twelve of them died at once, and people say you shouldn't write villanelles, but that's the way sheep act, so I wrote a villanelle, you know, they repeat. "The Catechism of Human Culpability"--that's Eric, a suicide of a man. "The Oddities of Affection". "The Sacred Violence of Purity". "The Bounties of Natural Law". "The Winter of the Cold War: Sacrifice of a Grey Wolf". "The Decline of Natural Instincts: Sacrifice of Three Wild Geese". "The Tyranny of Fixed Ideas"--that's a sacrifice of a red squirrel. "A Dream of the Ultimate Holocaust: Sacrifice of a Hill of Ants" and "The Warfare of the Sensuous Past: Sacrifice of My Aunt Marie".  And then it all culminates in the longer narrative poem, "The Wheel of Summer". Which is just simply coming to maturity as a man. Well I'll, I'll read a few of these. "Sacrifice of a Rainbow Trout" has no music, but I oftentimes start singing when I'm reading it, but I'm not going to now, I've done that. 
Joseph Langland	01:24:43	"Suddenly"--this is six years old, you know.
Joseph Langland	01:24:46	Reads "Sacrifice of a Rainbow Trout" [from The Wheel of Summer and collected later in Selected Poems].
Joseph Langland	01:25:42	I'll skip the lamb and read the owl. I wanted to just talk--"We strung our wind-up rooster dead on a post"--see, it can't be any flatter than that. 
Joseph Langland	01:25:52	Reads "Sacrifice of the Golden Owl" [from The Wheel of Summer and later collected in Selected Poems].
Joseph Langland	01:27:39	I'll read the one of the neighbors. No one can live on a, in a farm area without seeing over a period of years, people lose fingers, toes, arms, legs, in various ways. It's...I was on a reading tour, actually, when Kennedy <sup><a href="https://www.wikidata.org/wiki/Q9696">w</a></sup> was killed. And I was actually in an auditorium about to start reading these poems, when it was cancelled, because of the announced death of the president. I couldn't have read them, but I didn't know what I was going to do. I was just sitting there, and five minutes from starting time. But this is "Sacrifice of my Neighbors".
Joseph Langland	01:28:20	Reads "Sacrifice of my Neighbors" [from The Wheel of Summer].
Joseph Langland	01:28:39	That was my brother.
Joseph Langland	01:28:42	Resumes reading “Sacrifice of my Neighbors”.
Joseph Langland	01:31:02	"Sacrifice of the Gunnysack of Cats". I read it in New York City, I didn't know that the officers of the Society for the Friends of the Prevention of Cruelty to Animals were sitting in the audience. After I went back to Amherst I got a letter from them, saying that every year there are twenty-five million unwanted pets born in the United States [audience laughter] and we secure funds to get the females spayed and the males castrated, and your poem, "The Sacrifice of the Gunnysack of Cats" is perfect for our purposes for our annual appeal, and, could we...[audience laughter.]..could we use it, please. I thought, my God, you know, I just, I read this poem, like all of these things out of a great affection, and this is the thing, you'll have to forgive me but this is what occurred to me, you know. I just had this great affectionate conception of the whole thing, and now they wanted to turn it into a kind of contraceptive. [Audience laughter]. And...and then I thought, well, okay, what can I do at this point? And so, showing this charming little picture, you know, it's a dog, and a little puppy dog [audience laughter], little kitten and laying their heads against each other and saying "Annual Appeal" and on the back of it was my "Sacrifice of the Gunnysack of Cats" and...I, you know, when I travel around the United States even now, I often like wonder in what town did I do in this poor little male cat or this female, you know, cooperating in one way or another, it's like, you know, I have to refuse to pay your taxes...you don't know what you're maiming at a certain point. But that's an example. I wanted to start from the most ordinary thing and see how I could carry it, and this is the "Sacrifice of the Gunnysack of Cats".
Joseph Langland	01:33:13	Reads "Sacrifice of the Gunnysack of Cats" [from The Wheel of Summer and collected later in Selected Poems].
Joseph Langland	01:36:23	One hard poem about the old sow, which is, says something about this world. 
Joseph Langland	01:36:31	Reads "Sacrifice of an Old Sow" [from The Wheel of Summer and later collected in Selected Poems].
Joseph Langland	01:37:48	Well that's the way we do it. Then one, pretty hard poem, too, it's about Eric, but it's really about us, and then I'll read the squirrel poem, and then leave these alone. That...okay, actually this, I had in mind an uncle, a favourite uncle. Very talented, frustrated.
Joseph Langland	01:38:19	Reads ["The Sacrifice of Eric” from The Wheel of Summer and collected later in Selected Poems].
Joseph Langland	01:41:09	Alright, and then the squirrel. Actually, I...last week, I had a letter from some fellow in Kansas <sup><a href="https://www.wikidata.org/wiki/Q1558">w</a></sup>, I never, of course I don't know him at all. He wants to set the thing to music, I don't know what he's going to do with it, but...he plays the guitar, and so I said, fine. And just about anybody who gets caught in a rut...I must say that after this I'm going to read one little ballad on Adlai Stevenson <sup><a href="https://www.wikidata.org/wiki/Q311719">w</a></sup>, but...
Joseph Langland	01:41:47	Reads ["The Sacrifice of a Red Squirrel" from The Wheel of Summer]. 
Joseph Langland	01:44:25	Little ballad for Stevenson, and I don't have it with me, but I know it. The state tree, bird, and flower of Illinois <sup><a href="https://www.wikidata.org/wiki/Q1204">w</a></sup> is the oak, the cardinal, and the violet. That's green, red, and violet. It struck me, that's half a rainbow. That seemed like Adlai Stevens' life. A great theoretical life, unfinished, has to be completed by someone else. I asked, what's the other half, they're yellow, orange, and blue, and his home at Libertyville <sup><a href="https://www.wikidata.org/wiki/Q1787181">w</a></sup>, Illinois, you can't improve on that for the title, "Libertyville", it has a river the Des Plaines River <sup><a href="https://www.wikidata.org/wiki/Q8637">w</a></sup>, that's before it enters the Chicago <sup><a href="https://www.wikidata.org/wiki/Q1297">w</a></sup> drainage system, it's a nice blue stream out of the Wisconsin <sup><a href="https://www.wikidata.org/wiki/Q1537">w</a></sup> woods, that's blue, the sky is blue, the light by day is orange, and by night yellow. That's the full rainbow. "There's a fountain in the wood"...It's called "Libertyville" and past that, a little epigraph about the state tree, bird, and flower of Illinois, and I wanted to, for the schoolchildren of Illinois...
Joseph Langland	01:45:27	Reads "Libertyville" [from The Wheel of Summer and collected later in Selected Poems].
Audience	01:47:02	Applause.
